author_id,name,email,orcid
6526323,F. Faeghi,f.faeghi@example.com,0000-0002-6526-6560
2182523178,Hasan Homayoun,hasan.homayoun@example.com,0000-0002-2182-8733
7022645,J. Abolghasemi,j.abolghasemi@example.com,0000-0002-7022-9125
2095863019,T. Vogl,t.vogl@example.com,0000-0002-2095-7958
4918751,N. Bureau,n.bureau@example.com,0000-0002-4918-6606
6544921,Mohsen Bakhshandeh,mohsen.bakhshandeh@example.com,0000-0002-6544-8174
145175759,R. Acharya,r.acharya@example.com,0000-0002-1451-3872
3939817,A. Abbasian Ardakani,a.abbasian.ardakani@example.com,0000-0002-3939-9139
2196954314,Nikita Kotsehub,nikita.kotsehub@example.com,0000-0002-2196-3089
46202504,Matt Baughman,matt.baughman@example.com,0000-0002-4620-4138
36319017,Ryan Chard,ryan.chard@example.com,0000-0002-3631-5579
48808283,Nathaniel Hudson,nathaniel.hudson@example.com,0000-0002-4880-9152
151473641,Panos Patros,panos.patros@example.com,0000-0002-1514-5284
144024945,Omer F. Rana,omer.f.rana@example.com,0000-0002-1440-3250
2065944820,I. Foster,i.foster@example.com,0000-0002-2065-5570
3091414,K. Chard,k.chard@example.com,0000-0002-3091-4086
2145009637,Jiwon Choi,jiwon.choi@example.com,0000-0002-2145-1448
2047157534,Hyundo Lee,hyundo.lee@example.com,0000-0002-2047-1878
113499239,Soyoung Cho,soyoung.cho@example.com,0000-0002-1134-4547
2223679715,Yorim Choi,yorim.choi@example.com,0000-0002-2223-4128
2153719190,Thuy X. Pham,thuy.x.pham@example.com,0000-0002-2153-4143
47339736,Trang T. X. Huynh,trang.t.x.huynh@example.com,0000-0002-4733-3474
46393374,Y. Lim,y.lim@example.com,0000-0002-4639-4172
2344955772,Soon B. Hwang,soon.b.hwang@example.com,0000-0002-2344-9199
2291042419,Pavan Chandra Vishal Chaganti,pavan.chandra.vishal.chaganti@example.com,0000-0002-2291-1744
9212923,P. Manitha,p.manitha@example.com,0000-0002-9212-6950
2291042413,V. Sailaja,v.sailaja@example.com,0000-0002-2291-3930
1581453906,S. Labhsetwar,s.labhsetwar@example.com,0000-0002-1581-7646
2120341308,Piyush Arvind Kolte,piyush.arvind.kolte@example.com,0000-0002-2120-5632
2120328071,A. Sawant,a.sawant@example.com,0000-0002-2120-8713
2049101770,Yaolong Zhang,yaolong.zhang@example.com,0000-0002-2049-5557
144302833,Sheng Ye,sheng.ye@example.com,0000-0002-1443-1299
21271250,Jinxiao Zhang,jinxiao.zhang@example.com,0000-0002-2127-4306
144804588,Ce Hu,ce.hu@example.com,0000-0002-1448-3717
2141510223,Jun Jiang,jun.jiang@example.com,0000-0002-2141-4608
50220185,B. Jiang,b.jiang@example.com,0000-0002-5022-1777
2106766,Xuanhui Yan,xuanhui.yan@example.com,0000-0002-2106-6643
7628331,Lifei Chen,lifei.chen@example.com,0000-0002-7628-9412
35009947,G. Guo,g.guo@example.com,0000-0002-3500-3035
2030713966,Revan MacQueen,revan.macqueen@example.com,0000-0002-2030-4805
2260281450,James R. Wright,james.r.wright@example.com,0000-0002-2260-7056
2266263235,J. Ramirez,j.ramirez@example.com,0000-0002-2266-3183
2266370545,J. P. Martinez,j.p.martinez@example.com,0000-0002-2266-2592
2266311322,S. Van Duijvenboden,s.van.duijvenboden@example.com,0000-0002-2266-2773
2237516364,A. Tinker,a.tinker@example.com,0000-0002-2237-8621
2266312262,P. Lambiase,p.lambiase@example.com,0000-0002-2266-1465
2266312436,M. Orini,m.orini@example.com,0000-0002-2266-5316
2266317137,P. Munroe,p.munroe@example.com,0000-0002-2266-1680
2266315528,A. Miguel,a.miguel@example.com,0000-0002-2266-3741
2167693417,Subhash Ariyadasa,subhash.ariyadasa@example.com,0000-0002-2167-7337
144699362,S. Fernando,s.fernando@example.com,0000-0002-1446-5558
2060649722,Subha Fernando,subha.fernando@example.com,0000-0002-2060-7946
2249190166,Prof. Jyotsana Gabhane,prof.jyotsana.gabhane@example.com,0000-0002-2249-8387
2249190202,Krishna Jaiswal,krishna.jaiswal@example.com,0000-0002-2249-7507
2249222105,Priyanka Dhuriya,priyanka.dhuriya@example.com,0000-0002-2249-8486
2249179552,Saurabh Bhure,saurabh.bhure@example.com,0000-0002-2249-5373
2249189880,Mayur Meshram,mayur.meshram@example.com,0000-0002-2249-1704
2249600889,Vivek Kumar,vivek.kumar@example.com,0000-0002-2249-8533
2108345188,A. Khan,a.khan@example.com,0000-0002-2108-6172
144583532,Ronghua Xu,ronghua.xu@example.com,0000-0002-1445-9044
2144836470,Yu Chen,yu.chen@example.com,0000-0002-2144-3873
46748462,Erik Blasch,erik.blasch@example.com,0000-0002-4674-3781
1917528,Alexander J. Aved,alexander.j.aved@example.com,0000-0002-1917-9869
2116388691,Genshe Chen,genshe.chen@example.com,0000-0002-2116-6488
145837605,Dan Shen,dan.shen@example.com,0000-0002-1458-9659
2087082015,J. L. Uc-Castillo,j.l.uc-castillo@example.com,0000-0002-2087-5384
1416618214,A. E. Marín-Celestino,a.e.marín-celestino@example.com,0000-0002-1416-9808
1484504916,D. A. Martínez-Cruz,d.a.martínez-cruz@example.com,0000-0002-1484-7931
1411257380,José Tuxpan-Vargas,josé.tuxpan-vargas@example.com,0000-0002-1411-1884
1402220821,J. A. Ramos-Leal,j.a.ramos-leal@example.com,0000-0002-1402-1932
2277664254,Chakir Achahboun,chakir.achahboun@example.com,0000-0002-2277-6672
2091977552,Mohamed Chikhaoui,mohamed.chikhaoui@example.com,0000-0002-2091-8632
114441707,M. Naimi,m.naimi@example.com,0000-0002-1144-6008
2267751333,Mostafa Bellafkih,mostafa.bellafkih@example.com,0000-0002-2267-8469
2300783533,Ekaterina Afanasyeva,ekaterina.afanasyeva@example.com,0000-0002-2300-3260
2301734879,Dmitry Furman,dmitry.furman@example.com,0000-0002-2301-6227
1481023982,Jiajie Chen,jiajie.chen@example.com,0000-0002-1481-3358
2128116524,Marinara Marcato,marinara.marcato@example.com,0000-0002-2128-8690
1393974652,C. O’Mahony,c.o’mahony@example.com,0000-0002-1393-8825
1400529177,Pauline Galvin,pauline.galvin@example.com,0000-0002-1400-9309
2134270,Adam Krechowicz,adam.krechowicz@example.com,0000-0002-2134-9353
1716026,S. Deniziak,s.deniziak@example.com,0000-0002-1716-9641
2154532287,Daniel Kaczmarski,daniel.kaczmarski@example.com,0000-0002-2154-2493
3103267,R. Elakkiya,r.elakkiya@example.com,0000-0002-3103-4006
40795678,V. Subramaniyaswamy,v.subramaniyaswamy@example.com,0000-0002-4079-8636
144771174,V. Vijayakumar,v.vijayakumar@example.com,0000-0002-1447-9430
2346798,Aniket Mahanti,aniket.mahanti@example.com,0000-0002-2346-1056
2268429801,Shi Yang,shi.yang@example.com,0000-0002-2268-6478
2268425884,Chaoran Tong,chaoran.tong@example.com,0000-0002-2268-6504
2233692059,Harish Vempa,harish.vempa@example.com,0000-0002-2233-7610
2233693844,Ch. V. Murali Krishna,ch.v.murali.krishna@example.com,0000-0002-2233-4710
2092082586,L. Ahmed,l.ahmed@example.com,0000-0002-2092-2988
30799739,Y. A. M. Hamad,y.a.m.hamad@example.com,0000-0002-3079-9556
2237265572,Hongyan Wan,hongyan.wan@example.com,0000-0002-2237-4854
2284947993,Zan Wang,zan.wang@example.com,0000-0002-2284-1762
2266767992,Zhiquan An,zhiquan.an@example.com,0000-0002-2266-6721
2266765849,Guotao Jiao,guotao.jiao@example.com,0000-0002-2266-1394
2284926685,Xinnan Zhang,xinnan.zhang@example.com,0000-0002-2284-2778
2143004518,Rahul,rahul@example.com,0000-0002-2143-1659
2335605396,Nikita A. Volnov,nikita.a.volnov@example.com,0000-0002-2335-8098
2016442074,P. Heramb,p.heramb@example.com,0000-0002-2016-9501
40017577,K. Rao,k.rao@example.com,0000-0002-4001-9185
115087821,A. Subeesh,a.subeesh@example.com,0000-0002-1150-7537
2115195448,RK Singh,rk.singh@example.com,0000-0002-2115-7298
2092392800,Y. Rajwade,y.rajwade@example.com,0000-0002-2092-2112
2213274083,K. Singh,k.singh@example.com,0000-0002-2213-9451
2174969415,M. Kumar,m.kumar@example.com,0000-0002-2174-4597
145742532,S. Rawat,s.rawat@example.com,0000-0002-1457-6035
153119860,M. Bhattacharya,m.bhattacharya@example.com,0000-0002-1531-8887
2048018990,D. Datta,d.datta@example.com,0000-0002-2048-8034
2145788645,Jing-Bo Zhou,jing-bo.zhou@example.com,0000-0002-2145-3507
2112720662,Yao Xiong,yao.xiong@example.com,0000-0002-2112-6314
50671448,K. An,k.an@example.com,0000-0002-5067-4676
6317350,Zhi-Qiang Ye,zhi-qiang.ye@example.com,0000-0002-6317-5174
7861319,Yundong Wu,yundong.wu@example.com,0000-0002-7861-1575
46215736,M. Rigaki,m.rigaki@example.com,0000-0002-4621-8167
32015343,S. García,s.garcía@example.com,0000-0002-3201-2902
2189765676,Shuang Zhou,shuang.zhou@example.com,0000-0002-2189-9862
34430081,Yuankai Huo,yuankai.huo@example.com,0000-0002-3443-4656
3449782,Shunxing Bao,shunxing.bao@example.com,0000-0002-3449-4439
2133475009,Bennett A. Landman,bennett.a.landman@example.com,0000-0002-2133-8035
145201463,A. Gokhale,a.gokhale@example.com,0000-0002-1452-5527
2003428471,Younes Boubekeur,younes.boubekeur@example.com,0000-0002-2003-5217
1741154,G. Mussbacher,g.mussbacher@example.com,0000-0002-1741-5609
1725534,Shane McIntosh,shane.mcintosh@example.com,0000-0002-1725-1733
48379419,Yongqi Zhang,yongqi.zhang@example.com,0000-0002-4837-2241
3259992,Quanming Yao,quanming.yao@example.com,0000-0002-3259-2998
145193332,J. Kwok,j.kwok@example.com,0000-0002-1451-2472
1625285881,Gen Li,gen.li@example.com,0000-0002-1625-5704
41097100,S. Panday,s.panday@example.com,0000-0002-4109-4618
1693419,E. Alexov,e.alexov@example.com,0000-0002-1693-8869
2148554016,F. Y. M. Adiyatma,f.y.m.adiyatma@example.com,0000-0002-2148-4582
2076508,Dwi Joko Suroso,dwi.joko.suroso@example.com,0000-0002-2076-7518
2160010,P. Cherntanomwong,p.cherntanomwong@example.com,0000-0002-2160-4307
147114736,Justyna Miazga,justyna.miazga@example.com,0000-0002-1471-7457
3206433,T. Hachaj,t.hachaj@example.com,0000-0002-3206-1338
2163558174,Dollina D. Dodani,dollina.d.dodani@example.com,0000-0002-2163-4830
4727895,M. H. Nguyen,m.h.nguyen@example.com,0000-0002-4727-9306
1803995,Ryan D. Morin,ryan.d.morin@example.com,0000-0002-1803-7761
1778564,M. Marra,m.marra@example.com,0000-0002-1778-4502
144569926,R. Corbett,r.corbett@example.com,0000-0002-1445-7489
2093479739,Anastasia Dunca,anastasia.dunca@example.com,0000-0002-2093-3317
2417811,F. Adler,f.adler@example.com,0000-0002-2417-6091
2162869982,L. Williams,l.williams@example.com,0000-0002-2162-4892
2248619490,Bardia Khosravi,bardia.khosravi@example.com,0000-0002-2248-3893
2269339944,Marko Velimirovic,marko.velimirovic@example.com,0000-0002-2269-6245
40167076,Jack Khouri,jack.khouri@example.com,0000-0002-4016-7407
2241949949,Shahzad Raza,shahzad.raza@example.com,0000-0002-2241-8437
2182941692,Sandy Mazzoni,sandy.mazzoni@example.com,0000-0002-2182-6173
48088423,C. Samaras,c.samaras@example.com,0000-0002-4808-9996
2142160578,H. Awada,h.awada@example.com,0000-0002-2142-7413
2148542963,D. Dima,d.dima@example.com,0000-0002-2148-6292
145108089,J. Valent,j.valent@example.com,0000-0002-1451-1715
5507318,F. Anwer,f.anwer@example.com,0000-0002-5507-8066
1809087,R. Amini,r.amini@example.com,0000-0002-1809-5368
2744763,M. Boustani,m.boustani@example.com,0000-0002-2744-8897
1779199,C. Lisetti,c.lisetti@example.com,0000-0002-1779-4247
153899576,Eden Sarid,eden.sarid@example.com,0000-0002-1538-6291
1412373604,Omri Ben-Zvi,omri.ben-zvi@example.com,0000-0002-1412-1756
31723514,Nikki L. Hafezi,nikki.l.hafezi@example.com,0000-0002-3172-9028
5251221,F. Hafezi,f.hafezi@example.com,0000-0002-5251-9731
2115752077,Juyoung Song,juyoung.song@example.com,0000-0002-2115-7798
98345341,Duk‐jin Kim,duk‐jin.kim@example.com,0000-0002-9834-4210
2006589459,T. Oh,t.oh@example.com,0000-0002-2006-1206
2154916256,Dongkyun Kim,dongkyun.kim@example.com,0000-0002-2154-4646
2056929320,Changwon Won,changwon.won@example.com,0000-0002-2056-2230
2109659064,Sunyoung Kim,sunyoung.kim@example.com,0000-0002-2109-8423
47696138,E. Jeong,e.jeong@example.com,0000-0002-4769-3342
2124381985,Jisoo Yang,jisoo.yang@example.com,0000-0002-2124-9459
2155617139,Junghwa Yu,junghwa.yu@example.com,0000-0002-2155-1326
7412515,Byungsung Kim,byungsung.kim@example.com,0000-0002-7412-3902
2119021052,Joohyun Lee,joohyun.lee@example.com,0000-0002-2119-6464
2182457664,Vishu Agarwal,vishu.agarwal@example.com,0000-0002-2182-5511
2182456126,Madhusudan L,madhusudan.l@example.com,0000-0002-2182-3921
2182489745,HarshaVardhan Babu Namburi,harshavardhan.babu.namburi@example.com,0000-0002-2182-3313
2291247678,Hakan Durgun,hakan.durgun@example.com,0000-0002-2291-2166
2276685316,Ebru Yılmaz İnce,ebru.yılmaz.i̇nce@example.com,0000-0002-2276-6197
2277318261,Murat İnce,murat.i̇nce@example.com,0000-0002-2277-8067
14568979,H. Coban,h.coban@example.com,0000-0002-1456-8662
2291247196,Mehmet Eker,mehmet.eker@example.com,0000-0002-2291-9931
2079202584,A. Nasreen,a.nasreen@example.com,0000-0002-2079-2362
72096856,N. Senthamilarasi,n.senthamilarasi@example.com,0000-0002-7209-4552
7445101,M. Suganthy,m.suganthy@example.com,0000-0002-7445-1387
2714065,K. Padmanaban,k.padmanaban@example.com,0000-0002-2714-7391
9372198,Yilun Jin,yilun.jin@example.com,0000-0002-9372-4177
40457423,Yang Liu,yang.liu@example.com,0000-0002-4045-4580
2157740727,Kai Chen,kai.chen@example.com,0000-0002-2157-3491
144286907,Qian Yang,qian.yang@example.com,0000-0002-1442-3080
2279490176,Anuradha Pillai,anuradha.pillai@example.com,0000-0002-2279-1307
2124491434,Wanjia Zheng,wanjia.zheng@example.com,0000-0002-2124-7316
2596373,Kazumasa Omote,kazumasa.omote@example.com,0000-0002-2596-8154
31741517,Syed Abdul Baqi Shah,syed.abdul.baqi.shah@example.com,0000-0002-3174-8191
2055461,S. M. Aziz,s.m.aziz@example.com,0000-0002-2055-1745
2134980329,B. England,b.england@example.com,0000-0002-2134-3202
2119900968,Yangyuna Yang,yangyuna.yang@example.com,0000-0002-2119-7113
90578406,P. Roul,p.roul@example.com,0000-0002-9057-4669
2052438769,Christian Haas,christian.haas@example.com,0000-0002-2052-1487
1786901,Lotfollah Najjar,lotfollah.najjar@example.com,0000-0002-1786-2564
144666716,H. Sayles,h.sayles@example.com,0000-0002-1446-3833
2155384519,Fang Yu,fang.yu@example.com,0000-0002-2155-5434
2134646970,B. Sauer,b.sauer@example.com,0000-0002-2134-7899
2487706,J. Baker,j.baker@example.com,0000-0002-2487-4732
3433755,F. Xie,f.xie@example.com,0000-0002-3433-4667
4130329,K. Michaud,k.michaud@example.com,0000-0002-4130-2094
40329126,J. Curtis,j.curtis@example.com,0000-0002-4032-9276
144656316,T. Mikuls,t.mikuls@example.com,0000-0002-1446-9407
3305905,A. Moosavi,a.moosavi@example.com,0000-0002-3305-9344
144321616,Vishwas Rao,vishwas.rao@example.com,0000-0002-1443-1313
145878509,Adrian Sandu,adrian.sandu@example.com,0000-0002-1458-9171
16686130,Nantachai Kantanantha,nantachai.kantanantha@example.com,0000-0002-1668-5194
2289498538,Pattarapol Pattaraumpornchai,pattarapol.pattaraumpornchai@example.com,0000-0002-2289-1961
1684351,Philomina Simon,philomina.simon@example.com,0000-0002-1684-8965
47449297,V. Uma,v.uma@example.com,0000-0002-4744-3854
117113366,S. Sun,s.sun@example.com,0000-0002-1171-8324
47942937,Yatong Zhou,yatong.zhou@example.com,0000-0002-4794-5280
113150078,Haonuo He,haonuo.he@example.com,0000-0002-1131-5407
3256482,Jingfei He,jingfei.he@example.com,0000-0002-3256-5394
2057506424,Yue Chi,yue.chi@example.com,0000-0002-2057-1183
2353483101,E. Jayanthi,e.jayanthi@example.com,0000-0002-2353-5659
2076093347,T. Ramesh,t.ramesh@example.com,0000-0002-2076-7963
9445724,R. Kharat,r.kharat@example.com,0000-0002-9445-5241
2304181277,M. R. M. Veeramanickam,m.r.m.veeramanickam@example.com,0000-0002-2304-9868
2209214331,N. Bharathiraja,n.bharathiraja@example.com,0000-0002-2209-2446
2066174053,R. Venkatesan,r.venkatesan@example.com,0000-0002-2066-5573
9441219,Raja Marappan,raja.marappan@example.com,0000-0002-9441-9735
2210120738,Srigiri Krishnapriya,srigiri.krishnapriya@example.com,0000-0002-2210-2914
6004731,Y. Karuna,y.karuna@example.com,0000-0002-6004-1083
2112765682,Deepti Singh,deepti.singh@example.com,0000-0002-2112-1056
40243389,R. Nigam,r.nigam@example.com,0000-0002-4024-2269
1500413929,R. Mittal,r.mittal@example.com,0000-0002-1500-9129
2183969178,Manju Nunia,manju.nunia@example.com,0000-0002-2183-9369
2121431070,Cuauhtémoc Núñez Valencia,cuauhtémoc.núñez.valencia@example.com,0000-0002-2121-8251
153287487,Matthew Helmi Leth Larsen,matthew.helmi.leth.larsen@example.com,0000-0002-1532-1457
2006323474,William Bang Lomholdt,william.bang.lomholdt@example.com,0000-0002-2006-3945
1422255808,J. Schiøtz,j.schiøtz@example.com,0000-0002-1422-4457
2142358686,T. Hansen,t.hansen@example.com,0000-0002-2142-7792
34839673,B. Greene,b.greene@example.com,0000-0002-3483-4646
1381286948,Killian McManus,killian.mcmanus@example.com,0000-0002-1381-1770
31494087,L. G. M. Ader,l.g.m.ader@example.com,0000-0002-3149-4035
83646049,B. Caulfield,b.caulfield@example.com,0000-0002-8364-6995
8799136,Xia-an Bi,xia-an.bi@example.com,0000-0002-8799-7625
2118882392,W. Zhou,w.zhou@example.com,0000-0002-2118-3493
2144366075,Lou Li,lou.li@example.com,0000-0002-2144-6048
2057637713,Zhaoxu Xing,zhaoxu.xing@example.com,0000-0002-2057-6979
37346044,Salim Sazzed,salim.sazzed@example.com,0000-0002-3734-2920
2266393377,Salim Sazzed,salim.sazzed@example.com,0000-0002-2266-8844
2013688321,Mohammad A. Moghaddam,mohammad.a.moghaddam@example.com,0000-0002-2013-5687
144732721,T. Ferré,t.ferré@example.com,0000-0002-1447-1136
71912904,Xingyuan Chen,xingyuan.chen@example.com,0000-0002-7191-9070
3123849,Kewei Chen,kewei.chen@example.com,0000-0002-3123-7270
37542710,M. Ehsani,m.ehsani@example.com,0000-0002-3754-3461
1490938396,Zhenkai Lin,zhenkai.lin@example.com,0000-0002-1490-5976
1879115700,Dou Yimin,dou.yimin@example.com,0000-0002-1879-9015
2288161719,Jinping Li,jinping.li@example.com,0000-0002-2288-8064
78563398,Vishnu Prasad Verma,vishnu.prasad.verma@example.com,0000-0002-7856-5904
2112637,Nenavath Srinivas Naik,nenavath.srinivas.naik@example.com,0000-0002-2112-3567
2143544312,Santosh Kumar,santosh.kumar@example.com,0000-0002-2143-6787
2116629508,C. Chang,c.chang@example.com,0000-0002-2116-5554
2275893875,Guangwei Su,guangwei.su@example.com,0000-0002-2275-5776
2275903067,Haimei Cen,haimei.cen@example.com,0000-0002-2275-6480
2246688359,Jiuchun Jiang,jiuchun.jiang@example.com,0000-0002-2246-5885
2261525372,Aina Tian,aina.tian@example.com,0000-0002-2261-3839
2261669922,Yang Gao,yang.gao@example.com,0000-0002-2261-8325
2258092447,Tiezhou Wu,tiezhou.wu@example.com,0000-0002-2258-4372
2455864,N. Yahia,n.yahia@example.com,0000-0002-2455-5777
2082349906,Jihen Hlel,jihen.hlel@example.com,0000-0002-2082-1531
1398234295,R. Colomo-Palacios,r.colomo-palacios@example.com,0000-0002-1398-4452
49537904,Lu Zheng,lu.zheng@example.com,0000-0002-4953-7011
2116640305,Cong Wang,cong.wang@example.com,0000-0002-2116-6994
2205715471,Xue Chen,xue.chen@example.com,0000-0002-2205-6035
2096283,Yihang Song,yihang.song@example.com,0000-0002-2096-9536
2055974790,ZiHan Meng,zihan.meng@example.com,0000-0002-2055-7815
144142354,Rui Zhang,rui.zhang@example.com,0000-0002-1441-3263
2285029824,G Krishna Vamsi,g.krishna.vamsi@example.com,0000-0002-2285-7304
14137553,A. Rasool,a.rasool@example.com,0000-0002-1413-3578
1931753533,Gaurav Hajela,gaurav.hajela@example.com,0000-0002-1931-2978
46182701,Fangcheng Fu,fangcheng.fu@example.com,0000-0002-4618-9123
151030607,Huanran Xue,huanran.xue@example.com,0000-0002-1510-7566
2157394918,Yong Cheng,yong.cheng@example.com,0000-0002-2157-1203
2105710451,Yangyu Tao,yangyu.tao@example.com,0000-0002-2105-9727
2154678637,Bin Cui,bin.cui@example.com,0000-0002-2154-9365
88981940,Shivabalan Kathavarayan Ramu,shivabalan.kathavarayan.ramu@example.com,0000-0002-8898-8685
2163420827,Anjali Byale,anjali.byale@example.com,0000-0002-2163-4897
2145914940,Y. Zhang,y.zhang@example.com,0000-0002-2145-1975
2143046647,Kai Pan,kai.pan@example.com,0000-0002-2143-3081
49957841,Hui Liu,hui.liu@example.com,0000-0002-4995-5144
2145054662,Zhijun Wang,zhijun.wang@example.com,0000-0002-2145-7135
2215638520,Wenjing Ji,wenjing.ji@example.com,0000-0002-2215-4109
49606203,Jianhai Wang,jianhai.wang@example.com,0000-0002-4960-7202
2215567113,Rui Huang,rui.huang@example.com,0000-0002-2215-3136
2215593210,Ze Wei,ze.wei@example.com,0000-0002-2215-6962
2087663344,Dong Ye,dong.ye@example.com,0000-0002-2087-9217
2219713159,Chang Xu,chang.xu@example.com,0000-0002-2219-5079
2130319351,Haining Wang,haining.wang@example.com,0000-0002-2130-5200
2188873021,Andreas Aditya Alvaro Harryanto,andreas.aditya.alvaro.harryanto@example.com,0000-0002-2188-9623
2090996318,K. Gunawan,k.gunawan@example.com,0000-0002-2090-6574
2188865633,Rio Nagano,rio.nagano@example.com,0000-0002-2188-3746
3279588,Rhio Sutoyo,rhio.sutoyo@example.com,0000-0002-3279-2916
143627925,Johann Frei,johann.frei@example.com,0000-0002-1436-6534
47965138,F. Kramer,f.kramer@example.com,0000-0002-4796-3334
1905839116,Muhammed Shuaibi,muhammed.shuaibi@example.com,0000-0002-1905-7488
1903024920,Saurabh Sivakumar,saurabh.sivakumar@example.com,0000-0002-1903-9679
2118230159,Rui Chen,rui.chen@example.com,0000-0002-2118-3882
3352278,Zachary W. Ulissi,zachary.w.ulissi@example.com,0000-0002-3352-5272
2244475835,Suresh Kallam,suresh.kallam@example.com,0000-0002-2244-4803
2238639465,Prasun Chakrabarti,prasun.chakrabarti@example.com,0000-0002-2238-6022
2238860732,Bui Thanh Hung,bui.thanh.hung@example.com,0000-0002-2238-7417
2228311819,S. S,s.s@example.com,0000-0002-2228-6445
2042181142,B. Cheung,b.cheung@example.com,0000-0002-2042-4594
2069341757,K. Lau,k.lau@example.com,0000-0002-2069-3464
153766524,V. Lee,v.lee@example.com,0000-0002-1537-5089
49755324,T. Leung,t.leung@example.com,0000-0002-4975-3437
146720332,F. Kong,f.kong@example.com,0000-0002-1467-4023
82044718,M. Luk,m.luk@example.com,0000-0002-8204-9950
10827975,K. Yuen,k.yuen@example.com,0000-0002-1082-4543
2110572533,Mazharul Hossain,mazharul.hossain@example.com,0000-0002-2110-9702
2087909637,Tianxin Ma,tianxin.ma@example.com,0000-0002-2087-7085
2132674772,T. Watson,t.watson@example.com,0000-0002-2132-3368
1728895149,Brandon Simmers,brandon.simmers@example.com,0000-0002-1728-9521
145016522,J. Khan,j.khan@example.com,0000-0002-1450-8381
38885486,E. Jacobs,e.jacobs@example.com,0000-0002-3888-2150
2108759052,Lan Wang,lan.wang@example.com,0000-0002-2108-3216
116421609,Pengzhi Huang,pengzhi.huang@example.com,0000-0002-1164-3475
2257200514,Thang Hoang,thang.hoang@example.com,0000-0002-2257-5934
2181747709,Yueying Li,yueying.li@example.com,0000-0002-2181-1399
2257206276,Elaine Shi,elaine.shi@example.com,0000-0002-2257-8045
2238952548,G. E. Suh,g.e.suh@example.com,0000-0002-2238-1783
3104851,A. Kipnis,a.kipnis@example.com,0000-0002-3104-3127
2069610083,M. Horvat,m.horvat@example.com,0000-0002-2069-6689
3303583,A. Jović,a.jović@example.com,0000-0002-3303-5447
134242082,K. Burnik,k.burnik@example.com,0000-0002-1342-9842
2113998995,Z. Cao,z.cao@example.com,0000-0002-2113-3402
34685776,M. Esfandyari,m.esfandyari@example.com,0000-0002-3468-4922
13063574,A. Amiri Delouei,a.amiri.delouei@example.com,0000-0002-1306-5807
30616669,Ali Jalai,ali.jalai@example.com,0000-0002-3061-6378
1749015,M. Choraś,m.choraś@example.com,0000-0002-1749-3042
1732839,K. Demestichas,k.demestichas@example.com,0000-0002-1732-2709
145774167,Álvaro Herrero,álvaro.herrero@example.com,0000-0002-1457-9354
48037307,Michal Wozniak,michal.wozniak@example.com,0000-0002-4803-7608
2057013872,Y. Pang,y.pang@example.com,0000-0002-2057-3038
2177259795,Ye Li,ye.li@example.com,0000-0002-2177-1187
2116458545,Dong Xu,dong.xu@example.com,0000-0002-2116-1228
92217698,Xiaoli Sun,xiaoli.sun@example.com,0000-0002-9221-4694
2134855944,Dailun Hou,dailun.hou@example.com,0000-0002-2134-4079
2324925,A. Selvitella,a.selvitella@example.com,0000-0002-2324-2655
3203932,J. J. Valdés,j.j.valdés@example.com,0000-0002-3203-7388
2221558948,Siqin Qi,siqin.qi@example.com,0000-0002-2221-1492
3327515,Jiayi Pan,jiayi.pan@example.com,0000-0002-3327-4799
1486261267,A. Devlin,a.devlin@example.com,0000-0002-1486-7779
31933741,Jayesh Patel,jayesh.patel@example.com,0000-0002-3193-2835
3074350,A. Abdelhamid,a.abdelhamid@example.com,0000-0002-3074-4664
46548665,Sultan Refa Alotaibi,sultan.refa.alotaibi@example.com,0000-0002-4654-6237
2081146136,Christian Marius Lillelund,christian.marius.lillelund@example.com,0000-0002-2081-2094
2240524965,Fernando Pannullo,fernando.pannullo@example.com,0000-0002-2240-4252
2221899314,Morten Opprud Jakobsen,morten.opprud.jakobsen@example.com,0000-0002-2221-4944
2240525281,Christian Fischer Pedersen,christian.fischer.pedersen@example.com,0000-0002-2240-2074
2282918190,Koen Niemeijer,koen.niemeijer@example.com,0000-0002-2282-9727
5326406,R. Feskens,r.feskens@example.com,0000-0002-5326-5338
1733347,G. Krempl,g.krempl@example.com,0000-0002-1733-9404
1410587004,J. Koops,j.koops@example.com,0000-0002-1410-7647
47369965,Matthieu J. S. Brinkhuis,matthieu.j.s.brinkhuis@example.com,0000-0002-4736-5315
1419056876,C. A. Gandarilla-Pérez,c.a.gandarilla-pérez@example.com,0000-0002-1419-4698
27089172,S. Pinilla,s.pinilla@example.com,0000-0002-2708-2595
2163484,Anne-Florence Bitbol,anne-florence.bitbol@example.com,0000-0002-2163-3291
1817094,M. Weigt,m.weigt@example.com,0000-0002-1817-4928
40253895,S. Phan,s.phan@example.com,0000-0002-4025-7658
4695656,C. Luscombe,c.luscombe@example.com,0000-0002-4695-7111
1516927215,Jiyuan Shi,jiyuan.shi@example.com,0000-0002-1516-7806
74211107,Shuaifang Wei,shuaifang.wei@example.com,0000-0002-7421-9124
8128261,Ya Gao,ya.gao@example.com,0000-0002-8128-2618
2197275177,Fan Mei,fan.mei@example.com,0000-0002-2197-4573
2313054784,Jinhui Tian,jinhui.tian@example.com,0000-0002-2313-8727
2145161703,Yang Zhao,yang.zhao@example.com,0000-0002-2145-5283
2146249261,Zheng Li,zheng.li@example.com,0000-0002-2146-2916
12452625,Lulu Cui,lulu.cui@example.com,0000-0002-1245-3259
